chr	start	end	strand	transcript_id	gene_name	TSS
chr7	18535372	18708466	+	NM_001321889	HDAC9	18535372
chr7	18535372	18708466	+	NM_001321875	HDAC9	18535372
chr7	18535372	18708466	+	NM_001321874	HDAC9	18535372
chr7	18535372	18708466	+	NM_001204145	HDAC9	18535372
chr7	18535372	18708466	+	NM_001321893	HDAC9	18535372
chr7	18535372	18708466	+	NM_001321902	HDAC9	18535372
chr7	18535372	18708466	+	NM_001321901	HDAC9	18535372
chr7	18535372	18708466	+	NM_001321891	HDAC9	18535372
chr7	18535885	18993939	+	NM_058176	HDAC9	18535885
chr7	18535885	19042037	+	NM_178425	HDAC9	18535885
chr7	18548893	18708466	+	NM_001204148	HDAC9	18548893
chr7	18548893	18708466	+	NM_001204147	HDAC9	18548893
chr7	19152671	19157259	-	NR_149001	TWIST1	19157259
chr7	19155091	19157259	-	NM_000474	TWIST1	19157259
chr7	19184405	19185044	-	NM_152898	FERD3L	19185044
chr7	19735084	19748660	-	NM_001002926	TWISTNB	19748660
chr7	19744981	19745059	-	NR_036101	MIR3146	19745059
chr7	19758938	19813240	-	NM_001366626	TMEM196	19813240
chr7	19758938	19813240	-	NM_001366628	TMEM196	19813240
chr7	19758938	19813240	-	NM_001366627	TMEM196	19813240
chr7	19758938	19813240	-	NM_001366625	TMEM196	19813240
chr7	19758938	19812404	-	NM_152774	TMEM196	19812404
chr7	19758938	19813240	-	NM_001363562	TMEM196	19813240
chr7	19958604	20180049	-	NR_110114	LOC101927668	20180049
chr7	20174279	20257007	-	NM_182762	MACC1	20257007
chr7	20181539	20193154	+	NR_046756	MACC1-AS1	20181539
chr7	20257200	20261322	+	NR_134567	LOC100506098	20257200
chr7	20257200	20261322	+	NR_134568	LOC100506098	20257200
chr7	20257200	20261322	+	NR_134569	LOC100506098	20257200
chr7	20336331	20351335	+	NR_110117	LOC101927769	20336331
chr7	20367924	20371385	-	NR_110119	LOC101927811	20371385
chr7	20367924	20371385	-	NR_110120	LOC101927811	20371385
chr7	20370523	20455377	+	NM_002214	ITGB8	20370523
chr7	20655290	20796631	+	NM_001163941	ABCB5	20655290
chr7	20686953	20796631	+	NM_178559	ABCB5	20686953
chr7	20686953	20707189	+	NM_001163993	ABCB5	20686953
chr7	20686953	20700025	+	NM_001163942	ABCB5	20686953
chr7	20821899	20826505	-	NM_198956	SP8	20826505
chr7	20821899	20826505	-	NM_182700	SP8	20826505
chr7	20866917	20867439	+	NR_026673	RPL23P8	20866917
chr7	20875050	21061771	+	NR_126381	LINC01162	20875050
chr7	21467701	21468521	+	NR_137166	SP4	21467701
chr7	21467701	21554440	+	NM_001326543	SP4	21467701
chr7	21467701	21554440	+	NM_001326542	SP4	21467701
chr7	21467701	21554440	+	NM_003112	SP4	21467701
chr7	21510676	21510764	+	NR_031594	MIR1183	21510676
chr7	21582657	21941457	+	NM_001277115	DNAH11	21582657
chr7	21940517	21985517	-	NM_001127370	CDCA7L	21985517
chr7	21940517	21985517	-	NM_018719	CDCA7L	21985517
chr7	21940517	21985517	-	NM_001127371	CDCA7L	21985517
chr7	22157854	22396773	-	NM_012294	RAPGEF5	22396773
chr7	22157854	22233363	-	NM_001367600	RAPGEF5	22233363
chr7	22157854	22234428	-	NM_001367602	RAPGEF5	22234428
chr7	22174438	22233363	-	NM_001367601	RAPGEF5	22233363
chr7	22195576	22233363	-	NM_001367603	RAPGEF5	22233363
chr7	22459063	22539901	-	NM_207342	STEAP1B	22539901
chr7	22478038	22539901	-	NM_001164460	STEAP1B	22539901
chr7	22602956	22613617	+	NR_038393	LOC100506178	22602956
chr7	22689579	22705152	-	NR_122075	LOC401312	22705152
chr7	22765014	22767239	-	NR_131935	IL6-AS1	22767239
chr7	22766819	22771617	+	NM_001318095	IL6	22766819
chr7	22766819	22771617	+	NM_000600	IL6	22766819
chr7	22766819	22771617	+	NM_001371096	IL6	22766819
chr7	22852251	22862468	-	NM_019059	TOMM7	22862468
chr7	22893859	22901055	+	NR_146320	SNHG26	22893859
chr7	22896232	22896305	+	NR_003075	SNORD93	22896232
chr7	22973851	23053749	-	NM_032581	FAM126A	23053749
chr7	22973851	23053749	-	NM_001363467	FAM126A	23053749
chr7	22973851	23053749	-	NM_001363466	FAM126A	23053749
chr7	23140847	23145322	-	NR_046220	KLHL7-DT	23145322
chr7	23145353	23165669	+	NM_001172428	KLHL7	23145353
chr7	23145353	23165669	+	NR_033329	KLHL7	23145353
chr7	23145404	23217533	+	NR_033328	KLHL7	23145404
chr7	23145404	23217533	+	NM_001031710	KLHL7	23145404
chr7	23146280	23217533	+	NM_018846	KLHL7	23146280
chr7	23221667	23240625	+	NM_007342	NUP42	23221667
chr7	23221667	23240625	+	NM_001370446	NUP42	23221667
chr7	23221667	23240625	+	NM_001370445	NUP42	23221667
chr7	23221667	23240625	+	NM_001370444	NUP42	23221667
chr7	23221667	23240625	+	NM_001370443	NUP42	23221667
chr7	23286394	23314727	+	NM_001005340	GPNMB	23286394
chr7	23286394	23314727	+	NM_002510	GPNMB	23286394
chr7	23338958	23351348	+	NM_138446	MALSU1	23338958
chr7	23349828	23510110	-	NM_006547	IGF2BP3	23510110
chr7	23436065	23436135	+	NR_145734	SNORD65C	23436065
chr7	23530007	23531031	+	NR_026676	RPS2P32	23530007
chr7	23544401	23571660	-	NM_001282759	TRA2A	23571660
chr7	23544401	23571660	-	NM_001282758	TRA2A	23571660
chr7	23544401	23571660	-	NM_001282757	TRA2A	23571660
chr7	23544401	23571600	-	NM_013293	TRA2A	23571600
chr7	23544401	23571600	-	NM_001362759	TRA2A	23571600
chr7	23544401	23571600	-	NM_001362761	TRA2A	23571600
chr7	23544401	23571600	-	NM_001362760	TRA2A	23571600
chr7	23624335	23626146	-	NR_002711	CLK2P1	23626146
chr7	23637001	23684327	+	NM_138771	CCDC126	23637001
chr7	23719818	23742269	+	NM_001127365	FAM221A	23719818
chr7	23719818	23742269	+	NM_001300932	FAM221A	23719818
chr7	23719818	23742269	+	NM_001127364	FAM221A	23719818
chr7	23719818	23742269	+	NM_199136	FAM221A	23719818
chr7	23749838	23872130	+	NM_001260505	STK31	23749838
chr7	23749838	23872130	+	NM_031414	STK31	23749838
chr7	23749838	23872130	+	NM_032944	STK31	23749838
chr7	23749838	23872130	+	NM_001260504	STK31	23749838
chr7	23749838	23872130	+	NR_048542	STK31	23749838
chr7	24323809	24331479	+	NM_000905	NPY	24323809
chr7	24613071	24733812	+	NM_016447	MPP6	24613071
chr7	24613071	24733812	+	NM_001303037	MPP6	24613071
chr7	24737974	24797558	-	NM_001127454	GSDME	24797558
chr7	24737974	24797558	-	NM_004403	GSDME	24797558
chr7	24737974	24797083	-	NM_001127453	GSDME	24797083
chr7	24836156	24932240	-	NR_104112	OSBPL3	24932240
chr7	24836156	24932240	-	NR_104111	OSBPL3	24932240
chr7	24836156	24932240	-	NM_145322	OSBPL3	24932240
chr7	24836156	24932240	-	NM_145321	OSBPL3	24932240
chr7	24836156	24932240	-	NM_145320	OSBPL3	24932240
chr7	24836161	25019797	-	NM_015550	OSBPL3	25019797
chr7	25158275	25164879	-	NM_018947	CYCS	25164879
chr7	25174311	25219973	-	NM_001371352	C7orf31	25219973
chr7	25174311	25219973	-	NM_138811	C7orf31	25219973
chr7	25174311	25219973	-	NM_001371351	C7orf31	25219973
chr7	25264191	25268105	-	NM_022150	NPVF	25268105
chr7	25632921	25829739	-	NR_157808	LOC646588	25829739
chr7	25632921	25815819	-	NR_157809	LOC646588	25815819
chr7	25632921	25702760	-	NR_157818	LOC646588	25702760
chr7	25632921	25790652	-	NR_157815	LOC646588	25790652
chr7	25632921	25790652	-	NR_157814	LOC646588	25790652
chr7	25632921	25815819	-	NR_157810	LOC646588	25815819
chr7	25632921	25702760	-	NR_157829	LOC646588	25702760
chr7	25692394	25702760	-	NR_157824	LOC646588	25702760
chr7	25694826	25702760	-	NR_157826	LOC646588	25702760
chr7	25694826	25702760	-	NR_157825	LOC646588	25702760
chr7	25694826	25702760	-	NR_157823	LOC646588	25702760
chr7	25694826	25702760	-	NR_157822	LOC646588	25702760
chr7	25694826	25702760	-	NR_157821	LOC646588	25702760
chr7	25694826	25702760	-	NR_157819	LOC646588	25702760
chr7	25694826	25702760	-	NR_157820	LOC646588	25702760
chr7	25694826	25710351	-	NR_157816	LOC646588	25710351
chr7	25694826	25815819	-	NR_157813	LOC646588	25815819
chr7	25694826	25815819	-	NR_157812	LOC646588	25815819
chr7	25694826	25815819	-	NR_157811	LOC646588	25815819
chr7	25694826	25702760	-	NR_157831	LOC646588	25702760
chr7	25694826	25702760	-	NR_157830	LOC646588	25702760
chr7	25694826	25702760	-	NR_157828	LOC646588	25702760
chr7	25694826	25702760	-	NR_157827	LOC646588	25702760
chr7	25989539	25989606	-	NR_029597	MIR148A	25989606
chr7	26191818	26226756	+	NM_004289	NFE2L3	26191818
chr7	26229547	26240366	-	NM_031243	HNRNPA2B1	26240366
chr7	26229547	26240366	-	NM_002137	HNRNPA2B1	26240366
chr7	26241063	26253227	+	NM_007276	CBX3	26241063
chr7	26241365	26253227	+	NM_016587	CBX3	26241365
chr7	26331482	26414002	+	NM_013322	SNX10	26331482
chr7	26331498	26413949	+	NM_001362754	SNX10	26331498
chr7	26331498	26413949	+	NM_001362753	SNX10	26331498
chr7	26331515	26413949	+	NM_001318198	SNX10	26331515
chr7	26331515	26413949	+	NM_001199835	SNX10	26331515
chr7	26332651	26413939	+	NM_001318199	SNX10	26332651
chr7	26400504	26413939	+	NM_001199837	SNX10	26400504
chr7	26403945	26413949	+	NM_001199838	SNX10	26403945
chr7	26411639	26415889	-	NR_136271	LOC105375304	26415889
chr7	26411639	26416321	-	NR_136270	LOC105375304	26416321
chr7	26411639	26439038	-	NR_136272	LOC105375304	26439038
chr7	26438189	26580569	+	NR_148499	LOC441204	26438189
chr7	26438189	26439272	+	NR_148505	LOC441204	26438189
chr7	26438189	26541568	+	NR_148504	LOC441204	26438189
chr7	26438189	26541568	+	NR_148503	LOC441204	26438189
chr7	26438189	26580569	+	NR_148502	LOC441204	26438189
chr7	26438189	26580569	+	NR_148501	LOC441204	26438189
chr7	26438189	26580569	+	NR_148500	LOC441204	26438189
chr7	26572740	26578444	-	NR_022006	KIAA0087	26578444
chr7	26677490	26686891	+	NR_161201	LINC02860	26677490
chr7	26677490	26686891	+	NR_161202	LINC02860	26677490
chr7	26706681	26897342	-	NM_001303468	SKAP2	26897342
chr7	26706688	26904209	-	NM_003930	SKAP2	26904209
chr7	27132614	27135619	-	NM_153620	HOXA1	27135619
chr7	27132614	27135619	-	NM_005522	HOXA1	27135619
chr7	27135713	27139877	+	NR_038366	HOTAIRM1	27135713
chr7	27135713	27139877	+	NR_038367	HOTAIRM1	27135713
chr7	27139973	27142302	-	NM_006735	HOXA2	27142302
chr7	27145809	27159214	-	NM_030661	HOXA3	27159214
chr7	27145809	27166639	-	NM_153631	HOXA3	27166639
chr7	27161538	27168379	+	NR_122069	HOXA-AS2	27161538
chr7	27168144	27170376	-	NM_002141	HOXA4	27170376
chr7	27179983	27195547	+	NR_038832	HOXA-AS3	27179983
chr7	27180671	27183300	-	NM_019102	HOXA5	27183300
chr7	27185015	27187393	-	NM_024014	HOXA6	27187393
chr7	27186782	27195547	+	NR_038831	HOXA-AS3	27186782
chr7	27193338	27196294	-	NM_006896	HOXA7	27196294
chr7	27202057	27219880	-	NR_037940	HOXA10-HOXA9	27219880
chr7	27202057	27205156	-	NM_152739	HOXA9	27205156
chr7	27208518	27211534	+	NR_046609	HOXA10-AS	27208518
chr7	27209099	27209182	-	NR_029911	MIR196B	27209182
chr7	27210224	27213939	-	NM_018951	HOXA10	27213939
chr7	27210224	27219480	-	NR_037939	HOXA10	27219480
chr7	27220776	27224851	-	NM_005523	HOXA11	27224851
chr7	27225027	27228912	+	NR_002795	HOXA11-AS	27225027
chr7	27233990	27239710	-	NM_000522	HOXA13	27239710
chr7	27240040	27246878	+	NR_037843	HOTTIP	27240040
chr7	27281048	27286848	-	NR_120507	EVX1-AS	27286848
chr7	27282421	27287449	+	NM_001304519	EVX1	27282421
chr7	27282421	27287449	+	NM_001304520	EVX1	27282421
chr7	27282421	27287449	+	NM_001989	EVX1	27282421
chr7	27565061	27702502	-	NM_152740	HIBADH	27702502
chr7	27655593	27667111	+	NR_122122	TSL	27655593
chr7	27655593	27667111	+	NR_122123	TSL	27655593
chr7	27778992	27869386	+	NM_001206901	TAX1BP1	27778992
chr7	27779714	27869386	+	NM_001079864	TAX1BP1	27779714
chr7	27779714	27869386	+	NM_001206902	TAX1BP1	27779714
chr7	27779714	27869386	+	NM_006024	TAX1BP1	27779714
chr7	27779714	27869386	+	NM_001362795	TAX1BP1	27779714
chr7	27779714	27869386	+	NM_001362794	TAX1BP1	27779714
chr7	27870196	28220414	-	NM_175061	JAZF1	28220414
chr7	28220076	28280996	+	NR_034097	JAZF1-AS1	28220076
chr7	28338940	28865511	+	NM_182899	CREB5	28338940
chr7	28452137	28865511	+	NM_182898	CREB5	28452137
chr7	28475234	28865511	+	NM_004904	CREB5	28475234
chr7	28725750	28865511	+	NM_001011666	CREB5	28725750
chr7	28992974	28997946	-	NM_014817	TRIL	28997946
chr7	29019583	29052985	+	NR_038965	LOC100506497	29019583
chr7	29034254	29234883	-	NM_001371264	CPVL	29234883
chr7	29034254	29234883	-	NM_001371265	CPVL	29234883
chr7	29034254	29234883	-	NM_001371260	CPVL	29234883
chr7	29034254	29234883	-	NM_001371258	CPVL	29234883
chr7	29034254	29234883	-	NM_001371266	CPVL	29234883
chr7	29034254	29234883	-	NM_001371255	CPVL	29234883
chr7	29034254	29229673	-	NM_001371263	CPVL	29229673
chr7	29034254	29229673	-	NM_001371267	CPVL	29229673
chr7	29034254	29234883	-	NM_001371268	CPVL	29234883
chr7	29034254	29229673	-	NM_001371262	CPVL	29229673
chr7	29034254	29234883	-	NM_001371257	CPVL	29234883
chr7	29034254	29234883	-	NM_001371261	CPVL	29234883
chr7	29034254	29234883	-	NM_001371256	CPVL	29234883
chr7	29034847	29235067	-	NM_001348054	CPVL	29235067
chr7	29034847	29235067	-	NM_001348052	CPVL	29235067
chr7	29034847	29186153	-	NM_019029	CPVL	29186153
chr7	29034853	29186153	-	NM_031311	CPVL	29186153
chr7	29164649	29167788	+	NR_120523	LOC101928168	29164649
chr7	29186163	29553951	+	NM_001293069	CHN2	29186163
chr7	29234121	29553951	+	NM_004067	CHN2	29234121
chr7	29234121	29553951	+	NM_001293071	CHN2	29234121
chr7	29234121	29553951	+	NM_001293070	CHN2	29234121
chr7	29237357	29553951	+	NM_001293072	CHN2	29237357
chr7	29238656	29248586	-	NR_120522	CHN2-AS1	29248586
chr7	29519328	29553951	+	NM_001293073	CHN2	29519328
chr7	29519328	29553951	+	NM_001293076	CHN2	29519328
chr7	29519328	29553951	+	NM_001293079	CHN2	29519328
chr7	29519328	29553951	+	NM_001293080	CHN2	29519328
chr7	29519328	29553951	+	NM_001293078	CHN2	29519328
chr7	29519328	29553951	+	NM_001293077	CHN2	29519328
chr7	29519328	29553951	+	NM_001039936	CHN2	29519328
chr7	29519328	29553951	+	NM_001293075	CHN2	29519328
chr7	29519328	29553951	+	NR_120524	CHN2	29519328
chr7	29519328	29553951	+	NR_120525	CHN2	29519328
chr7	29523432	29553951	+	NM_001293081	CHN2	29523432
chr7	29603451	29606909	+	NM_001329996	PRR15	29603451
chr7	29603451	29606909	+	NM_175887	PRR15	29603451
chr7	29605149	29606911	+	NM_001329997	PRR15	29605149
chr7	29685538	29724754	-	NR_024278	LOC646762	29724754
chr7	29720350	29720444	-	NR_039600	MIR550A3	29720444
chr7	29724388	29725437	-	NR_027347	ZNRF2P2	29725437
chr7	29724770	29782237	+	NR_158194	DPY19L2P3	29724770
chr7	29724770	29727859	+	NR_036482	DPY19L2P3	29724770
chr7	29846170	29956682	+	NM_001080529	WIPF3	29846170
chr7	29959719	30029734	-	NM_001145513	SCRN1	30029734
chr7	29959719	30029905	-	NM_001145514	SCRN1	30029905
chr7	29959725	30029417	-	NM_014766	SCRN1	30029417
chr7	29959725	30029417	-	NM_001145515	SCRN1	30029417
chr7	30050203	30066318	-	NR_046479	FKBP14	30066318
chr7	30050203	30066318	-	NR_046478	FKBP14	30066318
chr7	30050203	30066318	-	NM_017946	FKBP14	30066318
chr7	30067977	30157961	+	NM_001350975	PLEKHA8	30067977
chr7	30067977	30157961	+	NM_001197027	PLEKHA8	30067977
chr7	30068028	30170098	+	NM_001350973	PLEKHA8	30068028
chr7	30068028	30112917	+	NM_001363473	PLEKHA8	30068028
chr7	30068028	30130359	+	NM_032639	PLEKHA8	30068028
chr7	30068028	30170098	+	NM_001350974	PLEKHA8	30068028
chr7	30068028	30124266	+	NM_001197026	PLEKHA8	30068028
chr7	30084701	30157961	+	NM_001363474	PLEKHA8	30084701
chr7	30174602	30202378	+	NM_152793	MTURN	30174602
chr7	30287045	30325701	-	NR_136267	LOC105375218	30325701
chr7	30324213	30407305	+	NM_147128	ZNRF2	30324213
chr7	30329410	30329506	+	NR_030319	MIR550A1	30329410
chr7	30329410	30329506	-	NR_037513	MIR550B1	30329506
chr7	30409666	30412410	+	NR_002186	DKFZP586I1420	30409666
chr7	30430501	30443670	+	NR_108081	LINC01176	30430501
chr7	30464143	30518482	-	NR_149002	NOD1	30518482
chr7	30464143	30518482	-	NM_001354849	NOD1	30518482
chr7	30464143	30518400	-	NM_006092	NOD1	30518400
chr7	30536237	30544445	-	NM_001199815	GGCT	30544445
chr7	30536237	30544445	-	NM_001199817	GGCT	30544445
chr7	30536237	30544445	-	NM_024051	GGCT	30544445
chr7	30536237	30544457	-	NM_001199816	GGCT	30544457
chr7	30536237	30544445	-	NR_037669	GGCT	30544445
chr7	30587973	30617395	-	NR_038889	GARS-DT	30617395
chr7	30634351	30673648	+	NM_001316772	GARS1	30634351
chr7	30634494	30673648	+	NM_002047	GARS1	30634494
chr7	30691558	30722072	-	NM_001883	CRHR2	30722072
chr7	30691559	30722141	-	NM_001202482	CRHR2	30722141
chr7	30691559	30722141	-	NM_001202483	CRHR2	30722141
chr7	30691559	30739719	-	NM_001202475	CRHR2	30739719
chr7	30691559	30739719	-	NM_001202481	CRHR2	30739719
chr7	30791751	30797218	+	NM_001199219	INMT	30791751
chr7	30791751	30797218	+	NM_006774	INMT	30791751
chr7	30791751	30932002	+	NR_037598	INMT-MINDY4	30791751
chr7	30811033	30932002	+	NM_032222	MINDY4	30811033
chr7	30951309	30965132	+	NM_198098	AQP1	30951309
chr7	30951468	30965131	+	NM_001329872	AQP1	30951468
chr7	31003568	31019143	+	NM_000823	GHRHR	31003568
chr7	31091923	31151088	+	NM_001199636	ADCYAP1R1	31091923
chr7	31091923	31151088	+	NM_001118	ADCYAP1R1	31091923
chr7	31091923	31151088	+	NM_001199637	ADCYAP1R1	31091923
chr7	31092076	31151093	+	NM_001199635	ADCYAP1R1	31092076
chr7	31377080	31380340	-	NM_022728	NEUROD6	31380340
chr7	31553685	31696116	+	NM_001257967	ITPRID1	31553685
chr7	31556978	31696116	+	NR_047565	ITPRID1	31556978
chr7	31569076	31698334	+	NM_001257968	ITPRID1	31569076
chr7	31592616	31696116	+	NM_194300	ITPRID1	31592616
chr7	31726631	31748069	+	NM_001145123	PPP1R17	31726631
chr7	31726829	31748069	+	NM_006658	PPP1R17	31726829
chr7	31790793	32338940	-	NM_001191058	PDE1C	32338940
chr7	31790793	32111048	-	NM_001322055	PDE1C	32111048
chr7	31790793	32110019	-	NM_001191057	PDE1C	32110019
chr7	31790793	32111048	-	NM_001191059	PDE1C	32111048
chr7	31823126	32110474	-	NM_001191056	PDE1C	32110474
chr7	31823126	32467836	-	NM_001322059	PDE1C	32467836
chr7	31823126	32111048	-	NM_005020	PDE1C	32111048
chr7	31823126	32111048	-	NM_001322057	PDE1C	32111048
chr7	31823126	32111048	-	NM_001322056	PDE1C	32111048
chr7	31823126	32338940	-	NM_001322058	PDE1C	32338940
chr7	32496511	32498106	-	NR_038454	LOC100130673	32498106
chr7	32524950	32529992	-	NM_012322	LSM5	32529992
chr7	32524950	32534895	-	NM_001139499	LSM5	32534895
chr7	32524950	32529992	-	NR_024466	LSM5	32529992
chr7	32524950	32534895	-	NM_001130710	LSM5	32534895
chr7	32535101	32628338	+	NM_015060	AVL9	32535101
chr7	32620551	32758780	-	NR_036680	DPY19L1P1	32758780
chr7	32767562	32769595	+	NR_003502	ZNRF2P1	32767562
chr7	32772593	32772689	+	NR_030320	MIR550A2	32772593
chr7	32772593	32772689	-	NR_037514	MIR550B2	32772689
chr7	32797898	32802536	+	NR_036501	LINC00997	32797898
chr7	32865914	32878356	+	NR_132360	DPY19L1P2	32865914
chr7	32907784	32931372	-	NM_015483	KBTBD2	32931372
chr7	32956427	32982782	-	NR_003500	RP9P	32982782
chr7	32997016	33046543	+	NM_001284341	FKBP9	32997016
chr7	32997052	33046540	+	NM_007270	FKBP9	32997052
chr7	33019086	33046543	+	NM_001284343	FKBP9	33019086
chr7	33053725	33102388	-	NM_001374339	NT5C3A	33102388
chr7	33053725	33102388	-	NM_001374336	NT5C3A	33102388
chr7	33053725	33102388	-	NM_001374335	NT5C3A	33102388
chr7	33053725	33080518	-	NM_001356996	NT5C3A	33080518
chr7	33053725	33080518	-	NM_001374337	NT5C3A	33080518
chr7	33053725	33080518	-	NM_016489	NT5C3A	33080518
chr7	33053725	33102388	-	NM_001002010	NT5C3A	33102388
chr7	33053725	33102388	-	NM_001002009	NT5C3A	33102388
chr7	33053725	33102388	-	NM_001374338	NT5C3A	33102388
chr7	33053725	33080518	-	NM_001166118	NT5C3A	33080518
chr7	33134410	33149016	-	NM_203288	RP9	33149016
chr7	33168897	33645680	+	NR_145411	BBS9	33168897
chr7	33168897	33645680	+	NM_001348036	BBS9	33168897
chr7	33168897	33645680	+	NR_145412	BBS9	33168897
chr7	33169152	33645680	+	NM_014451	BBS9	33169152
chr7	33169152	33645680	+	NR_145413	BBS9	33169152
chr7	33169152	33645680	+	NM_001348046	BBS9	33169152
chr7	33169152	33645680	+	NM_001348045	BBS9	33169152
chr7	33169152	33645680	+	NM_001033604	BBS9	33169152
chr7	33169152	33645680	+	NM_001033605	BBS9	33169152
chr7	33169152	33645680	+	NM_001348042	BBS9	33169152
chr7	33169152	33675379	+	NM_001362679	BBS9	33169152
chr7	33169152	33645680	+	NM_001348038	BBS9	33169152
chr7	33169152	33645680	+	NM_001348037	BBS9	33169152
chr7	33169152	33645680	+	NM_001348044	BBS9	33169152
chr7	33169152	33645680	+	NM_001348039	BBS9	33169152
chr7	33169176	33645681	+	NM_001348043	BBS9	33169176
chr7	33169176	33645681	+	NM_001348040	BBS9	33169176
chr7	33169176	33645681	+	NM_198428	BBS9	33169176
chr7	33169176	33675379	+	NM_001348041	BBS9	33169176
chr7	33944527	34196039	+	NM_133468	BMPER	33944527
chr7	33945151	34196039	+	NM_001365308	BMPER	33945151
chr7	34386124	34797884	-	NR_033664	NPSR1-AS1	34797884
chr7	34386124	34797884	-	NR_033665	NPSR1-AS1	34797884
chr7	34697830	34917944	+	NM_207173	NPSR1	34697830
chr7	34697830	34889590	+	NM_207172	NPSR1	34697830
chr7	34697830	34917944	+	NM_001300933	NPSR1	34697830
chr7	34697851	34889590	+	NM_001300935	NPSR1	34697851
chr7	34697851	34889590	+	NM_001300934	NPSR1	34697851
chr7	34758474	34873943	-	NR_015356	NPSR1-AS1	34873943
chr7	34968493	35077097	-	NM_001366673	DPY19L1	35077097
chr7	34968493	35077653	-	NM_015283	DPY19L1	35077653
chr7	34980372	34980446	-	NR_031666_2	MIR548N	34980446
chr7	35120899	35225774	-	NR_002833	DPY19L2P1	35225774
chr7	35242042	35293711	-	NM_001077653	TBX20	35293711
chr7	35271112	35293711	-	NM_001166220	TBX20	35293711
chr7	35353466	35416086	+	NR_038864	LOC401324	35353466
chr7	35672270	35734745	-	NM_022373	HERPUD2	35734745
chr7	35734816	35739022	+	NR_136255	LOC101930085	35734816
chr7	35756047	35759322	+	NR_108082	LOC100506725	35756047
chr7	35756047	35759322	+	NR_108083	LOC100506725	35756047
chr7	35794574	35840235	-	NR_120512	SEPTIN7-AS1	35840235
chr7	35794574	35840235	-	NR_120511	SEPTIN7-AS1	35840235
chr7	35840596	35946715	+	NM_001011553	SEPTIN7	35840596
chr7	35840596	35946715	+	NM_001788	SEPTIN7	35840596
chr7	35840596	35946715	+	NM_001242956	SEPTIN7	35840596
chr7	35840829	35946720	+	NM_001363715	SEPTIN7	35840829
chr7	35840829	35944917	+	NM_001375299	SEPTIN7	35840829
chr7	36134920	36140262	+	NR_108089	LOC101928618	36134920
chr7	36192863	36341147	+	NM_030636	EEPD1	36192863
chr7	36363761	36406849	-	NM_001199707	KIAA0895	36406849
chr7	36363761	36406849	-	NM_001199708	KIAA0895	36406849
chr7	36363761	36406849	-	NM_001300956	KIAA0895	36406849
chr7	36363761	36406849	-	NM_001199706	KIAA0895	36406849
chr7	36363761	36406849	-	NM_015314	KIAA0895	36406849
chr7	36363761	36429966	-	NM_001100425	KIAA0895	36429966
chr7	36429471	36493400	+	NM_001284302	ANLN	36429471
chr7	36429471	36493400	+	NM_001284301	ANLN	36429471
chr7	36429471	36493400	+	NM_018685	ANLN	36429471
chr7	36552549	36764154	-	NM_001177507	AOAH	36764154
chr7	36552549	36764099	-	NM_001637	AOAH	36764099
chr7	36552549	36764154	-	NM_001177506	AOAH	36764154
chr7	36637440	36639726	-	NR_046764	AOAH-IT1	36639726
chr7	36892511	37025871	-	NM_130442	ELMO1	37025871
chr7	36892511	37393272	-	NM_001206482	ELMO1	37393272
chr7	36892511	37025871	-	NR_038120	ELMO1	37025871
chr7	36892511	37488555	-	NM_014800	ELMO1	37488555
chr7	36892511	37488929	-	NM_001206480	ELMO1	37488929
chr7	36892511	37024717	-	NM_001039459	ELMO1	37024717
chr7	36958962	36959037	-	NR_031604	MIR1200	36959037
chr7	37037401	37053235	+	NR_104120	ELMO1-AS1	37037401
chr7	37723369	37783437	+	NM_001329993	GPR141	37723369
chr7	37723369	37783437	+	NM_181791	GPR141	37723369
chr7	37723369	37783437	+	NM_001329994	GPR141	37723369
chr7	37888199	37939998	+	NM_016616	NME8	37888199
chr7	37945535	37956419	-	NM_003014	SFRP4	37956419
chr7	37960163	37991542	+	NM_001242946	EPDR1	37960163
chr7	37960242	37991536	+	NM_017549	EPDR1	37960242
chr7	37960921	37991542	+	NM_001242948	EPDR1	37960921
chr7	38217847	38270270	+	NM_001363340	STARD3NL	38217847
chr7	38217847	38270270	+	NM_001363347	STARD3NL	38217847
chr7	38217847	38270270	+	NM_001363346	STARD3NL	38217847
chr7	38217847	38270270	+	NM_001363345	STARD3NL	38217847
chr7	38217847	38270270	+	NM_032016	STARD3NL	38217847
chr7	38217847	38270270	+	NM_001363343	STARD3NL	38217847
chr7	38217847	38270270	+	NM_001363339	STARD3NL	38217847
chr7	38217847	38270270	+	NM_001363344	STARD3NL	38217847
chr7	38299244	38313248	-	NM_001003806	TARP	38313248
chr7	38299244	38313248	-	NM_001003799	TARP	38313248
chr7	38381178	38418238	+	NR_040085	TRG-AS1	38381178
chr7	38423297	38671167	-	NM_139316	AMPH	38671167
chr7	38423305	38670973	-	NM_001635	AMPH	38670973
chr7	38724946	38726689	-	NR_028347	FAM183BP	38726689
chr7	38762574	38948791	-	NM_014396	VPS41	38948791
chr7	38763543	38948800	-	NM_080631	VPS41	38948800
chr7	39017509	39508200	+	NM_001166018	POU6F2	39017509
chr7	39017509	39508200	+	NM_001370959	POU6F2	39017509
chr7	39017509	39508200	+	NM_007252	POU6F2	39017509
chr7	39019495	39053167	-	NR_138047	POU6F2-AS2	39053167
chr7	39368602	39368733	-	NR_145730	SNORA20B	39368733
